name	CBI
NCU02644T0	0.246
NCU02650T0	0.357
NCU02651T0	0.18
NCU02657T0	0.787
NCU02661T0	0.199
NCU02665T0	0.148
NCU02666T0	0.074
NCU02669T0	0.28
NCU02670T0	0.142
NCU02677T0	0.633
NCU02680T0	0.24
NCU02681T0	0.306
NCU02684T0	0.413
NCU02685T0	0.261
NCU02687T0	0.214
NCU02688T0	0.251
NCU02689T0	0.1
NCU02690T0	0.151
NCU02692T0	-0.064
NCU02693T0	0.4
NCU02695T0	0.276
NCU02696T0	0.222
NCU02697T0	-0.045
NCU02700T0	0.112
NCU02701T0	0.363
NCU02705T0	0.19
NCU02706T0	0.239
NCU02707T0	0.712
NCU02712T0	0.345
NCU02716T0	0.228
NCU02717T0	0.329
NCU02718T0	0.299
NCU02720T0	0.29
NCU02723T0	0.192
NCU02725T0	0.186
NCU02726T0	0.422
NCU02727T0	0.377
NCU02732T0	0.166
NCU02734T0	0.117
NCU02736T0	0.716
NCU02738T0	0.25
NCU02739T0	0.032
NCU02742T0	0.201
NCU02743T0	0.316
NCU02744T0	0.749
NCU02746T0	0.12
NCU02747T0	0.155
NCU02749T0	0.071
NCU02750T0	0.074
NCU02753T0	0.157
NCU02754T0	0.294
NCU02755T0	0.177
NCU02757T0	0.258
NCU02765T0	0.584
NCU02771T0	0.555
NCU02772T0	-0.042
NCU02775T0	0.154
NCU02778T0	0.275
NCU02781T0	0.497
NCU02784T0	0.548
NCU02785T0	0.45
NCU02786T0	0.296
NCU02788T0	0.349
NCU02789T0	0.14
NCU02793T0	0.123
NCU02794T0	0.215
NCU02795T0	0.524
NCU02796T0	0.405
NCU02797T0	0.727
NCU02798T0	0.272
NCU02800T0	0.396
NCU02801T0	0.402
NCU02803T0	0.27
NCU02804T0	0.47
NCU02805T0	0.375
NCU02806T0	0.714
NCU02807T0	0.683
NCU02808T0	0.286
NCU02809T0	0.246
NCU02810T0	0.684
NCU02811T0	0.318
NCU02812T0	0.261
NCU02813T0	0.688
NCU02814T0	0.329
NCU02815T0	0.314
NCU02819T0	0.014
NCU02828T0	0.275
NCU02829T0	0.453
NCU02830T0	0.135
NCU02833T0	0.265
NCU02834T0	0.132
NCU02839T0	0.511
NCU02840T0	0.389
NCU02884T0	0.358
NCU02887T0	0.664
NCU02888T0	0.348
NCU02894T0	0.317
NCU02896T0	0.144
NCU02899T0	0.326
NCU02901T0	0.184
NCU02904T0	0.278
NCU02905T0	0.852
NCU02906T0	0.227
NCU02930T0	0.404
NCU02932T0	0.067
NCU02935T0	0.304
NCU02937T0	0.26
NCU02940T0	0.285
NCU02943T0	0.527
NCU02945T0	0.068
NCU02948T0	0.603
NCU02950T0	0.143
NCU02951T0	0.279
NCU02952T0	0.102
NCU02954T0	0.625
NCU02955T0	0.726
NCU02956T0	0.067
NCU02957T0	0.109
NCU02960T0	0.429
NCU02961T0	0.293
NCU02963T0	0.31
NCU02966T0	0.204
NCU02967T0	0.222
NCU02968T0	0.125
NCU02970T0	0.348
NCU02972T0	0.398
NCU02974T0	0.131
NCU02976T0	-0.017
NCU02977T0	0.471
NCU02978T0	0.24
NCU02979T0	0.239
NCU02980T0	0.133
NCU02982T0	0.28
NCU02984T0	0.382
NCU02994T0	0.047
NCU02998T0	0.424
NCU03004T0	0.594
NCU03006T0	0.691
NCU03007T0	0.267
NCU03008T0	0.468
NCU03009T0	0.681
NCU03010T0	0.481
NCU03020T0	0.222
NCU03022T0	0.165
NCU03023T0	0.216
NCU03028T0	0.22
NCU03029T0	0.25
NCU03030T0	0.352
NCU03031T0	0.682
NCU03033T0	0.143
NCU03037T0	0.171
NCU03038T0	0.738
NCU03039T0	0.247
NCU03042T0	0.294
NCU03043T0	0.188
NCU03047T0	0.195
NCU03050T0	0.45
NCU03053T0	0.029
NCU03058T0	0.165
NCU03060T0	0.241
NCU03061T0	0.559
NCU03062T0	0.252
NCU03064T0	0.118
NCU03065T0	0.339
NCU03066T0	0.516
NCU03068T0	0.305
NCU03071T0	0.234
NCU03073T0	0.032
NCU03076T0	0.189
NCU03079T0	0.174
NCU03081T0	0.136
NCU03083T0	0.51
NCU03084T0	0.356
NCU03086T0	0.142
NCU03087T0	0.305
NCU03088T0	0.198
NCU03089T0	0.007
NCU03092T0	0.757
NCU03093T0	0.338
NCU03095T0	0.096
NCU03099T0	0.215
NCU03100T0	0.684
NCU03101T0	0.081
NCU03102T0	0.75
NCU03103T0	0.066
NCU03108T0	0.315
NCU03112T0	0.658
NCU03113T0	0.1
NCU03115T0	0.198
NCU03116T0	0.148
NCU03117T0	0.62
NCU03118T0	0.497
NCU03122T0	0.233
NCU03124T0	0.432
NCU03125T0	0.487
NCU03126T0	0.553
NCU03127T0	0.283
NCU03129T0	0.242
NCU03130T0	0.221
NCU03131T0	0.177
NCU03132T0	0.117
NCU03135T0	0.222
NCU03137T0	0.178
NCU03138T0	0.188
NCU03139T0	0.522
NCU03148T0	0.661
NCU03150T0	0.809
NCU03151T0	0.549
NCU03154T0	0.23
NCU03155T0	0.602
NCU03156T0	0.267
NCU03158T0	0.094
NCU03159T0	0.256
NCU03164T0	0.116
NCU03166T0	0.416
NCU03168T0	0.382
NCU03170T0	0.1
NCU03173T0	0.229
NCU03174T0	0.076
NCU03176T0	0.174
NCU03177T0	0.467
NCU03188T0	0.406
NCU03191T0	0.226
NCU03193T0	0.351
NCU03194T0	0.324
NCU03195T0	0.214
NCU03199T0	0.698
NCU03200T0	0.124
NCU03203T0	-0.056
NCU03204T0	0.126
NCU03206T0	0.123
NCU03211T0	0.14
NCU03214T0	0.201
NCU03217T0	0.238
NCU03218T0	0.291
NCU03220T0	0.113
NCU03226T0	0.453
NCU03229T0	0.373
NCU03230T0	0.249
NCU03231T0	0.309
NCU03232T0	0.32
NCU03234T0	0.153
NCU03237T0	0.14
NCU03239T0	0.101
NCU03241T0	0.66
NCU03243T0	0.293
NCU03255T0	0.266
NCU03257T0	0.338
NCU03258T0	0.158
NCU03260T0	0.044
NCU03263T0	0.255
NCU03268T0	0.127
NCU03269T0	0.225
NCU03270T0	0.103
NCU03273T0	0.139
NCU03274T0	0.201
NCU03276T0	0.266
NCU03277T0	0.281
NCU03280T0	0.179
NCU03281T0	0.283
NCU03282T0	0.372
NCU03283T0	0.43
NCU03284T0	0.14
NCU03290T0	0.234
NCU03291T0	0.255
NCU03292T0	0.224
NCU03296T0	0.304
NCU03297T0	0.662
NCU03298T0	0.05
NCU03300T0	0.65
NCU03302T0	0.645
NCU03303T0	0.127
NCU03304T0	0.242
NCU03305T0	0.392
NCU03306T0	0.33
NCU03307T0	0.206
NCU03309T0	0.335
NCU03310T0	0.354
NCU03311T0	0.199
NCU03313T0	0.34
NCU03314T0	0.249
NCU03315T0	0.277
NCU03316T0	0.145
NCU03317T0	0.161
NCU03318T0	0.037
NCU03319T0	0.452
NCU03321T0	0.359
NCU03329T0	0.049
NCU03330T0	0.177
NCU03332T0	0.162
NCU03334T0	0.461
NCU03335T0	0.222
NCU03336T0	0.017
NCU03338T0	0.325
NCU03339T0	0.47
NCU03343T0	0.463
NCU03345T0	0.063
NCU03347T0	0.428
NCU03348T0	0.218
NCU03350T0	0.312
NCU03356T0	0.145
NCU03357T0	0.195
NCU03358T0	0.404
NCU03359T0	0.358
NCU03361T0	0.082
NCU03363T0	0.416
NCU03366T0	0.289
NCU03367T0	0.217
NCU03368T0	0.474
NCU03369T0	0.328
NCU03370T0	0.459
NCU03381T0	0.168
NCU03385T0	0.189
NCU03387T0	0.422
NCU03393T0	0.733
NCU03394T0	0.449
NCU03395T0	0.432
NCU03396T0	0.666
NCU03398T0	0.125
NCU03399T0	0.549
NCU03407T0	0.321
NCU03410T0	0.212
NCU03415T0	0.725
NCU03423T0	0.509
NCU03425T0	0.596
NCU03435T0	0.183
NCU03436T0	0.272
NCU03438T0	0.268
NCU03439T0	0.325
NCU03440T0	0.271
NCU03441T0	0.27
NCU03445T0	0.284
NCU03458T0	0.32
NCU03460T0	0.243
NCU03461T0	0.11
NCU03463T0	0.413
NCU03464T0	0.213
NCU03479T0	0.423
NCU03480T0	0.199
NCU03482T0	0.481
NCU03483T0	0.288
NCU03485T0	0.17
NCU03486T0	0.194
NCU03488T0	0.402
NCU03490T0	0.323
NCU03491T0	0.342
NCU03492T0	0.477
NCU03493T0	0.29
NCU03495T0	0.249
NCU03500T0	0.515
NCU03501T0	0.205
NCU03515T0	0.662
NCU03516T0	0.528
NCU03517T0	0.223
NCU03525T0	0.072
NCU03526T0	0.257
NCU03533T0	0.031
NCU03535T0	0.108
NCU03539T0	0.528
NCU03542T0	0.36
NCU03543T0	0.247
NCU03546T0	0.2
NCU03548T0	0.475
NCU03549T0	0.356
NCU03550T0	0.15
NCU03554T0	0.433
NCU03556T0	0.392
NCU03557T0	0.183
NCU03558T0	0.645
NCU03559T0	0.716
NCU03561T0	0.619
NCU03563T0	0.167
NCU03565T0	0.869
NCU03569T0	0.252
NCU03571T0	0.136
NCU03572T0	0.248
NCU03575T0	0.659
NCU03578T0	0.219
NCU03579T0	0.281
NCU03588T0	0.224
NCU03589T0	0.171
NCU03591T0	0.386
NCU03596T0	0.398
NCU03597T0	0.254
NCU03602T0	0.198
NCU03603T0	0.612
NCU03605T0	0.229
NCU03606T0	0.272
NCU03607T0	0.215
NCU03608T0	0.819
NCU03611T0	0.367
NCU03613T0	0.026
NCU03616T0	0.155
NCU03617T0	0.341
NCU03622T0	0.128
NCU03623T0	0.238
NCU03624T0	0.235
NCU03625T0	0.553
NCU03628T0	0.378
NCU03631T0	0.266
NCU03632T0	0.2
NCU03633T0	0.268
NCU03634T0	0.189
NCU03635T0	0.624
NCU03637T0	0.467
NCU03641T0	0.303
NCU03648T0	0.214
NCU03651T0	0.403
NCU03653T0	0.537
NCU03657T0	0.394
NCU03658T0	0.167
NCU03661T0	0.156
NCU03662T0	0.205
NCU03667T0	0.164
NCU03669T0	0.467
NCU03676T0	0.42
NCU03678T0	0.107
NCU03681T0	0.052
NCU03685T0	0.125
NCU03690T0	0.229
NCU03693T0	0.202
NCU03694T0	0.054
NCU03695T0	0.389
NCU03696T0	0.591
NCU03702T0	0.697
NCU03703T0	0.744
NCU03704T0	0.288
NCU03711T0	0.291
NCU03713T0	0.509
NCU03716T0	0.188
NCU03717T0	0.309
NCU03718T0	0.179
NCU03719T0	0.174
NCU03725T0	0.104
NCU03727T0	0.218
NCU03731T0	0.318
NCU03732T0	0.249
NCU03733T0	0.158
NCU03735T0	0.423
NCU03737T0	0.805
NCU03738T0	0.937
NCU03739T0	0.522
NCU03741T0	0.172
NCU03748T0	0.69
NCU03749T0	0.346
NCU03752T0	0.217
NCU03753T0	0.783
NCU03754T0	0.089
NCU03755T0	0.173
NCU03756T0	0.292
NCU03757T0	0.791
NCU03759T0	0.247
NCU03763T0	0.297
NCU03764T0	0.46
NCU03765T0	0.203
NCU03768T1	0.128
NCU03769T0	0.333
NCU03770T0	0.216
NCU03777T0	0.52
NCU03778T0	0.438
NCU03779T0	0.221
NCU03780T0	0.053
NCU03781T0	0.085
NCU03782T0	0.457
NCU03783T0	0.32
NCU03784T0	0.132
NCU03786T0	0.215
NCU03790T0	0.115
NCU03792T0	0.087
NCU03793T0	0.178
NCU03795T0	0.53
NCU03797T0	0.199
NCU03799T0	0.208
NCU03800T0	0.418
NCU03801T0	0.28
NCU03802T0	0.068
NCU03803T0	0.272
NCU03804T0	0.409
NCU03806T0	0.741
NCU03807T0	0.162
NCU03809T0	0.26
NCU03811T0	0.216
NCU03813T0	0.821
NCU03814T0	0.369
NCU03818T0	0.244
NCU03819T0	0.137
NCU03823T0	0.234
NCU03826T0	0.717
NCU03827T0	0.279
NCU03830T0	0.081
NCU03833T0	0.281
NCU03837T0	0.19
NCU03839T0	0.168
NCU03846T0	0.218
NCU03850T0	0.14
NCU03851T0	0.05
NCU03853T0	0.456
NCU03855T0	0.134
NCU03857T0	0.717
NCU03859T0	0.515
NCU03860T0	0.257
NCU03863T0	0.066
NCU03870T1	0.261
NCU03873T0	0.544
NCU03875T0	0.278
NCU03876T0	0.59
NCU03877T0	0.509
NCU03880T0	0.241
NCU03882T0	0.36
NCU03884T0	0.095
NCU03886T0	0.41
NCU03887T0	0.094
NCU03888T0	0.257
NCU03890T0	0.238
NCU03892T0	0.182
NCU03893T0	0.52
NCU03894T0	0.144
NCU03897T0	0.395
NCU03898T0	0.157
NCU03899T0	0.215
NCU03901T0	0.261
NCU03904T0	0.389
NCU03905T0	0.126
NCU03906T0	0.287
NCU03908T0	0.29
NCU03909T0	0.276
NCU03910T0	0.638
NCU03911T0	0.289
NCU03922T0	0.653
NCU03924T0	0.191
NCU03925T0	0.257
NCU03926T0	0.32
NCU03929T0	0.357
NCU03934T0	-0.044
NCU03935T0	0.55
NCU03936T0	0.239
NCU03937T0	0.127
NCU03938T0	0.127
NCU03944T0	0.392
NCU03946T0	0.416
NCU03947T0	0.198
NCU03948T0	0.301
NCU03949T0	0.284
NCU03952T0	0.415
NCU03953T0	0.408
NCU03954T0	0.29
NCU03955T0	0.198
NCU03957T0	0.273
NCU03963T0	0.578
NCU03964T0	0.257
NCU03965T0	0.123
NCU03967T0	0.032
NCU03970T0	0.195
NCU03971T0	0.24
NCU03972T0	0.399
NCU03973T0	0.588
NCU03979T0	0.199
NCU03980T0	0.418
NCU03982T0	0.617
NCU03986T0	0.391
NCU03988T0	0.769
NCU03990T0	0.493
NCU03992T0	0.446
NCU03995T0	0.391
NCU03997T0	0.265
NCU03998T0	0.371
NCU04001T0	0.095
NCU04002T0	0.247
NCU04003T0	0.4
NCU04005T0	0.278
NCU04007T0	0.218
NCU04009T0	0.293
NCU04010T0	0.169
NCU04013T0	0.477
NCU04014T0	0.049
NCU04015T0	0.128
NCU04016T0	0.139
NCU04017T0	0.364
NCU04018T0	0.173
NCU04019T0	0.247
NCU04020T0	0.636
NCU04022T0	0.452
NCU04030T0	0.305
NCU04032T0	0.027
NCU04035T0	0.144
NCU04036T0	0.422
NCU04039T0	0.243
NCU04040T0	0.341
NCU04042T0	0.202
NCU04043T0	0.151
NCU04044T0	0.527
NCU04048T0	0.152
NCU04049T0	0.313
NCU04051T0	0.477
NCU04054T0	0.753
NCU04058T0	0.161
NCU04059T0	0.272
NCU04062T0	0.383
NCU04063T0	0.408
NCU04068T0	0.479
NCU04069T0	0.404
NCU04071T0	0.362
NCU04074T0	0.504
NCU04075T0	0.149
NCU04077T0	0.627
NCU04081T0	0.156
NCU04082T0	0.517
NCU04084T0	0.138
NCU04086T0	0.226
NCU04087T0	0.49
NCU04090T0	0.301
NCU04092T0	0.311
NCU04097T0	0.118
NCU04098T0	0.54
NCU04100T0	0.482
NCU04101T0	0.107
NCU04104T0	0.347
NCU04105T0	0.094
NCU04109T0	0.353
NCU04110T0	0.321
NCU04111T0	0.324
NCU04114T0	0.787
NCU04115T0	0.46
NCU04116T0	0.225
NCU04117T0	0.317
NCU04118T0	0.428
NCU04120T0	0.703
NCU04121T0	0.243
NCU04124T0	0.186
NCU04125T0	0.108
NCU04129T0	0.315
NCU04130T0	0.288
NCU04133T0	0.259
NCU04136T0	0.166
NCU04137T0	0.233
NCU04138T0	0.352
NCU04140T0	0.692
NCU04142T0	0.779
NCU04143T0	0.2
NCU04144T0	0.401
NCU04145T0	0.106
NCU04151T0	-0.041
NCU04153T0	0.429
NCU04155T0	0.316
NCU04156T0	0.665
NCU04158T0	0.224
NCU04160T0	0.165
NCU04164T0	0.603
NCU04166T0	0.489
NCU04171T0	0.358
NCU04172T0	0.312
NCU04173T0	0.698
NCU04176T0	0.315
NCU04182T0	0.204
NCU04185T0	0.307
NCU04187T0	0.353
NCU04188T0	0.225
NCU04189T0	0.309
NCU04190T0	0.263
NCU04192T0	0.553
NCU04196T0	0.424
NCU04197T0	0.246
NCU04198T0	0.204
NCU04199T0	0.123
NCU04202T0	0.872
NCU04203T0	0.472
NCU04212T0	0.264
NCU04213T0	0.396
NCU04216T0	0.443
NCU04221T0	0.34
NCU04225T0	0.555
NCU04227T0	0.145
NCU04228T0	0.224
NCU04230T0	0.71
NCU04232T0	0.368
NCU04238T0	0.419
NCU04244T0	0.488
NCU04245T0	0.669
NCU04246T0	0.166
NCU04247T0	0.23
NCU04249T0	0.505
NCU04251T0	0.381
NCU04252T0	0.229
NCU04254T0	0.091
NCU04256T0	0.21
NCU04258T0	0.226
NCU04261T0	0.091
NCU04262T0	0.248
NCU04264T0	0.329
NCU04265T0	0.428
NCU04266T0	0.632
NCU04268T0	0.179
NCU04270T0	0.15
NCU04272T0	0.351
NCU04275T0	0.079
NCU04277T0	0.569
NCU04279T0	0.235
NCU04280T0	0.605
NCU04281T0	0.315
NCU04283T0	0.078
NCU04284T0	0.354
NCU04287T0	0.405
NCU04288T0	0.487
NCU04289T0	0.349
NCU04291T0	0.062
NCU04292T0	0.745
NCU04293T0	0.309
NCU04301T0	0.301
NCU04302T0	0.333
NCU04303T0	0.659
NCU04304T0	0.745
NCU04305T0	0.2
NCU04306T0	0.547
NCU04309T0	0.098
NCU04313T0	0.246
NCU04314T0	0.506
NCU04315T0	0.443
NCU04316T0	0.32
NCU04317T0	0.525
NCU04318T0	0.134
NCU04319T0	0.207
NCU04321T0	0.212
NCU04323T0	0.496
NCU04324T0	0.169
NCU04325T0	0.23
NCU04327T0	0.458
NCU04331T0	0.774
NCU04333T0	0.294
NCU04334T0	0.769
NCU04335T0	0.167
NCU04336T0	0.564
NCU04337T0	0.435
NCU04342T0	0.272
NCU04343T0	0.241
NCU04344T0	0.439
NCU04350T0	0.339
NCU04352T0	0.345
NCU04354T0	0.201
NCU04355T0	0.214
NCU04359T0	0.03
NCU04363T0	0.347
NCU04364T0	0.179
NCU04368T0	0.252
NCU04370T0	0.473
NCU04376T0	0.12
NCU04380T0	0.59
NCU04382T0	0.12
NCU04385T0	0.651
NCU04386T0	0.236
NCU04387T0	0.183
NCU04388T0	0.382
NCU04389T0	0.059
NCU04390T0	0.114
NCU04395T0	0.246
NCU04401T0	0.306
NCU04402T0	0.279
NCU04404T0	0.338
NCU04405T0	0.48
NCU04409T0	0.345
NCU04410T0	0.33
NCU04411T0	0.314
NCU04412T0	0.413
NCU04414T0	0.382
NCU04415T0	0.489
NCU04423T0	0.08
NCU04426T0	0.109
NCU04427T0	0.147
NCU04428T0	0.208
NCU04429T0	0.313
NCU04433T0	0.288
NCU04442T0	0.485
NCU04443T0	0.289
NCU04448T0	0.495
NCU04449T0	0.75
NCU04452T0	0.252
NCU04454T0	0.402
NCU04457T0	0.197
NCU04459T0	0.127
NCU04460T0	0.291
NCU04461T0	0.426
NCU04462T0	0.622
NCU04463T0	0.241
NCU04466T0	0.372
NCU04469T0	0.098
NCU04470T0	0.357
NCU04472T0	0.104
NCU04473T0	0.158
NCU04474T0	0.343
NCU04479T0	0.443
NCU04481T0	0.34
NCU04483T0	0.183
NCU04493T0	0.581
NCU04498T0	0.141
NCU04502T0	0.415
NCU04504T0	0.379
NCU04507T0	0.332
NCU04510T0	0.46
NCU04511T0	0.232
NCU04513T0	0.306
NCU04519T0	0.162
NCU04522T0	0.295
NCU04533T0	0.233
NCU04534T0	0.148
NCU04535T0	0.189
NCU04538T0	0.357
NCU04540T0	0.169
NCU04552T0	0.701
NCU04553T0	0.741
NCU04554T0	0.277
NCU04558T0	0.04
NCU04566T0	0.224
NCU04569T0	0.423
NCU04570T0	0.123
NCU04578T0	0.295
NCU04579T0	0.754
NCU04580T0	0.112
NCU04581T0	0.128
NCU04583T0	0.175
NCU04584T0	0.422
NCU04588T0	0.177
NCU04590T0	0.099
NCU04592T0	0.514
NCU04594T0	0.318
NCU04595T0	0.191
NCU04596T0	0.21
NCU04597T0	0.302
NCU04598T0	0.133
NCU04600T0	0.351
NCU04604T0	0.155
NCU04605T0	0.6
NCU04606T0	0.304
NCU04609T0	0.188
NCU04610T0	0.255
NCU04611T0	0.289
NCU04612T0	0.197
NCU04613T0	0.131
NCU04633T0	0.102
NCU04635T0	0.577
NCU04636T0	0.407
NCU04637T0	0.267
NCU04640T0	0.625
NCU04642T0	0.207
NCU04643T0	0.318
NCU04644T0	0.27
NCU04645T0	0.148
NCU04646T0	0.292
NCU04647T0	0.431
NCU04648T0	0.334
NCU04651T0	0.187
NCU04652T0	0.183
NCU04653T0	0.269
NCU04654T0	0.395
NCU04655T0	0.224
NCU04656T0	0.31
NCU04661T0	0.084
NCU04663T0	0.014
NCU04667T0	0.671
NCU04669T0	0.236
NCU04673T0	0.105
NCU04674T0	0.406
NCU04675T0	-0.006
NCU04676T0	0.278
NCU04695T0	0.211
NCU04698T0	0.351
NCU04699T0	0.539
NCU04713T0	0.191
NCU04718T0	0.386
NCU04720T0	0.212
NCU04721T0	0.258
NCU04724T0	0.211
NCU04726T0	0.226
NCU04729T0	0.092
NCU04730T0	0.184
NCU04731T0	0.236
NCU04732T0	0.295
NCU04736T0	0.319
NCU04737T0	0.326
NCU04738T0	0.199
NCU04741T0	0.091
NCU04743T0	0.3
NCU04747T0	0.288
NCU04750T0	0.215
NCU04753T0	0.364
NCU04754T0	0.646
NCU04755T0	0.232
NCU04757T0	0.312
NCU04759T0	0.66
NCU04761T0	0.275
NCU04762T0	0.154
NCU04766T0	0.238
NCU04768T0	0.61
NCU04772T0	0.128
NCU04773T0	0.103
NCU04774T0	0.034
NCU04777T0	0.293
NCU04779T0	0.765
NCU04780T0	0.285
NCU04783T0	0.27
NCU04784T0	0.375
NCU04786T0	0.247
NCU04788T0	0.203
NCU04790T0	0.574
NCU04791T0	0.26
NCU04794T0	0.317
NCU04795T0	0.163
NCU04796T0	0.686
NCU04797T0	0.505
NCU04799T0	0.696
NCU04800T0	0.134
NCU04801T0	0.258
NCU04803T0	0.494
NCU04806T0	0.324
NCU04807T0	0.12
NCU04810T0	0.136
NCU04813T0	0.035
NCU04814T0	0.196
NCU04815T0	0.352
NCU04817T0	0.493
NCU04823T0	0.624
NCU04826T0	0.397
NCU04832T0	0.331
NCU04837T0	0.663
NCU04840T0	0.067
NCU04841T0	0.193
NCU04843T0	0.37
NCU04845T0	0.128
NCU04848T0	0.116
NCU04855T0	0.143
NCU04856T0	0.53
NCU04857T0	0.134
NCU04885T0	0.185
NCU04898T0	0.496
NCU04899T0	0.86
NCU04904T0	0.129
NCU04905T0	0.117
NCU04906T0	0.154
NCU04907T0	0.016
NCU04908T0	0.248
NCU04909T0	0.12
NCU04910T0	0.144
NCU04921T0	0.424
NCU04923T0	0.689
NCU04924T0	0.633
NCU04927T0	0.088
NCU04930T0	0.093
NCU04940T0	0.348
NCU04943T0	0.166
NCU04944T0	0.224
NCU04945T0	0.587
NCU04946T0	0.494
NCU04983T0	0.147
NCU04987T0	0.342
NCU04996T0	0.217
NCU05005T0	0.496
NCU05007T0	0.29
NCU05009T0	0.36
NCU05010T0	0.184
NCU05014T0	0.183
NCU05027T0	0.432
NCU05032T0	0.571
NCU05033T0	0.163
NCU05040T0	0.144
NCU05041T0	0.422
NCU05046T0	0.359
NCU05053T0	0.217
NCU05064T0	0.074
NCU05066T0	0.309
NCU05067T0	0.272
NCU05069T0	0.32
NCU05070T0	0.261
NCU05075T0	0.413
NCU05077T0	0.134
NCU05095T0	0.681
NCU05116T0	0.288
NCU05117T0	0.353
NCU05118T0	0.296
NCU05120T0	0.428
NCU05123T0	0.237
NCU05126T0	0.226
NCU05129T0	0.489
NCU05132T0	0.403
NCU05133T0	0.265
NCU05134T0	0.339
NCU05135T0	0.237
NCU05136T0	0.462
NCU05137T0	0.526
NCU05145T0	0.105
NCU05151T0	0.365
NCU05154T0	0.26
NCU05157T0	0.279
NCU05160T0	0.272
NCU05161T0	0.158
NCU05162T0	0.164
NCU05164T0	0.457
NCU05165T0	0.078
NCU05169T0	0.479
NCU05180T0	0.116
NCU05185T0	0.445
NCU05188T0	0.405
NCU05194T0	0.357
NCU05195T0	0.271
NCU05196T0	0.427
NCU05199T0	0.159
NCU05200T0	0.458
NCU05202T0	0.211
NCU05204T0	0.354
NCU05206T0	0.192
NCU05210T0	0.158
NCU05211T0	0.16
NCU05213T0	0.243
NCU05219T0	0.164
NCU05220T0	0.707
NCU05221T0	0.429
NCU05222T0	0.295
NCU05224T0	0.201
NCU05225T0	0.452
NCU05226T0	0.244
NCU05227T0	0.39
NCU05228T0	0.113
NCU05231T0	0.301
NCU05232T0	0.38
NCU05233T0	0.476
NCU05234T0	0.296
NCU05235T0	0.693
NCU05238T0	0.651
NCU05242T0	0.135
NCU05244T0	0.059
NCU05251T0	0.417
NCU05252T0	0.419
NCU05254T0	0.391
NCU05255T0	0.127
NCU05256T0	0.037
NCU05259T0	0.668
NCU05260T0	0.14
NCU05261T0	0.376
NCU05262T0	0.372
NCU05264T0	0.228
NCU05265T0	0.097
NCU05266T0	0.368
NCU05267T0	0.353
NCU05269T0	0.692
NCU05270T0	0.641
NCU05271T0	0.062
NCU05273T0	0.139
NCU05274T0	0.785
NCU05275T0	0.657
NCU05276T0	0.154
NCU05277T0	0.327
NCU05278T0	0.549
NCU05279T0	0.147
NCU05280T0	0.246
NCU05281T0	0.115
NCU05285T0	0.311
NCU05287T0	0.454
NCU05288T0	0.644
NCU05289T0	0.602
NCU05290T0	0.6
NCU05291T0	0.055
NCU05292T0	0.257
NCU05293T0	0.412
NCU05294T0	0.134
NCU05295T0	0.486
NCU05296T0	0.139
NCU05298T0	0.094
NCU05299T0	0.515
NCU05301T0	0.643
NCU05302T0	0.23
NCU05303T0	0.201
NCU05304T0	0.737
NCU05305T0	0.448
NCU05306T0	0.201
NCU05309T0	0.138
NCU05311T0	0.217
NCU05312T0	0.186
NCU05314T0	0.143
NCU05342T0	0.137
NCU05343T0	0.308
NCU05345T0	0.348
NCU05347T0	0.471
NCU05360T0	0.261
NCU05363T0	0.539
NCU05364T0	0.205
NCU05375T0	0.206
NCU05387T0	0.23
NCU05390T0	0.735
NCU05392T0	0.097
NCU05400T0	0.282
NCU05410T0	0.485
NCU05418T0	0.327
NCU05419T0	0.245
NCU05420T0	0.576
NCU05422T0	0.204
NCU05423T0	0.402
NCU05425T0	0.72
NCU05426T0	0.177
NCU05427T0	0.203
NCU05429T0	0.433
NCU05430T0	0.671
NCU05433T0	0.23
NCU05452T0	0.264
NCU05453T0	0.265
NCU05454T0	0.544
NCU05457T0	0.749
NCU05459T0	0.292
NCU05485T0	0.293
NCU05488T0	0.541
NCU05490T0	0.583
NCU05491T0	0.05
NCU05495T0	0.732
NCU05498T0	0.322
NCU05499T0	0.347
NCU05512T0	0.508
NCU05513T0	0.495
NCU05515T0	0.501
NCU05516T0	0.249
NCU05517T0	0.323
NCU05521T0	0.415
NCU05522T0	0.297
NCU05525T0	0.195
NCU05526T0	0.632
NCU05527T0	0.175
NCU05535T0	0.043
NCU05537T0	0.153
NCU05539T0	0.199
NCU05542T0	0.735
NCU05545T0	0.143
NCU05548T0	0.564
NCU05551T0	0.333
NCU05552T0	0.445
NCU05553T0	0.197
NCU05554T0	0.721
NCU05558T0	0.349
NCU05559T0	0.104
NCU05560T0	0.142
NCU05564T0	0.093
NCU05567T0	0.584
NCU05575T0	0.103
NCU05577T0	0.237
NCU05578T0	0.246
NCU05579T0	0.182
NCU05582T0	0.151
NCU05586T0	0.16
NCU05587T0	0.243
NCU05589T0	0.184
NCU05591T0	0.507
NCU05593T0	0.482
NCU05594T0	0.219
NCU05598T0	0.417
NCU05599T0	0.88
NCU05600T0	0.201
NCU05601T0	0.452
NCU05602T0	0.273
NCU05606T0	0.368
NCU05608T0	0.244
NCU05616T0	0.51
NCU05620T0	0.211
NCU05622T0	0.275
NCU05624T0	0.179
NCU05633T0	0.349
NCU05634T0	0.172
NCU05638T0	0.135
NCU05642T0	0.43
NCU05645T0	0.256
NCU05646T0	0.233
NCU05650T0	0.584
